@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute outputs-1 {0,1,2,3,4}

@data
7112,'2016/09/28 23:46:47:480',30,2.130538,0.405761,-0.798002,-0.924752,0.212011,0.071469,-0.015921,-0.032308,0.072715,0.234408,0.061983,0.309225,0.197724,2
7113,'2016/09/28 23:46:47:496',30,2.108496,0.356462,-0.689355,-0.982378,0.190074,0.08542,0.048787,-0.101876,0.068391,0.292785,0.060245,0.22625,0.22747,2
7114,'2016/09/28 23:46:47:513',30,2.068918,0.349634,-0.683838,-0.979567,0.25121,0.023143,0.028735,-0.035586,0.051289,0.300029,0.065545,0.212325,0.2453,2
7115,'2016/09/28 23:46:47:529',30,2.102222,0.334817,-0.648403,-0.867748,0.082804,0.074549,0.104832,-0.056756,0.081522,0.240853,0.052919,0.235421,0.257595,2
7116,'2016/09/28 23:46:47:546',30,2.052288,0.523392,-0.707111,-1.013095,0.309191,0.008153,0.03897,0.009181,0.019016,0.353353,-0.026137,0.218727,0.212979,2
7117,'2016/09/28 23:46:47:563',30,2.075209,0.315079,-0.632358,-0.890346,0.177375,0.047809,0.033996,-0.041718,0.154638,0.27775,-0.002075,0.181332,0.322781,2
7118,'2016/09/28 23:46:47:579',30,2.065657,0.318558,-0.659056,-0.872293,0.194561,0.050438,0.022123,-0.035333,0.172706,0.193354,-0.025728,0.358164,0.194305,2
7119,'2016/09/28 23:46:47:596',30,2.063473,0.460628,-0.740345,-0.945624,0.233592,0.094781,0.030876,-0.079188,0.144765,0.194925,0.046299,0.247534,0.186576,2
7120,'2016/09/28 23:46:47:613',30,2.065359,0.32298,-0.733742,-0.945301,0.242046,0.063313,0.039319,-0.058082,0.068113,0.30122,0.008783,0.195287,0.298362,2
7121,'2016/09/28 23:46:47:629',30,2.078883,0.311539,-0.755195,-0.895292,0.13851,0.115007,0.068812,-0.062536,0.02858,0.29113,0.042699,0.214624,0.252442,2
7122,'2016/09/28 23:46:47:646',30,2.049588,0.271386,-0.676361,-0.949104,0.250518,0.111029,-0.001345,-0.015633,0.115255,0.207511,-0.042152,0.322646,0.243826,2
7123,'2016/09/28 23:46:47:663',30,2.124952,0.225572,-0.678091,-0.863636,0.183863,0.144125,0.026753,-0.040247,0.174028,0.184689,-0.032771,0.377243,0.182169,2
7124,'2016/09/28 23:46:47:679',30,2.097621,0.349525,-0.753564,-0.900754,0.205944,0.155431,0.036554,-0.057257,0.136779,0.237611,0.056607,0.230096,0.23131,2
7125,'2016/09/28 23:46:47:696',30,2.091119,0.361226,-0.741613,-0.89024,0.255198,0.07135,0.02709,0.011392,0.12252,0.251116,-0.078725,0.328572,0.275682,2
7126,'2016/09/28 23:46:47:713',30,2.07836,0.308053,-0.741385,-0.839441,0.170065,0.053816,0.054441,0.043527,0.077613,0.269487,-0.02227,0.290873,0.300192,2
7127,'2016/09/28 23:46:47:729',30,2.068225,0.333865,-0.717416,-0.875412,0.236706,-0.066984,0.096082,0.051189,0.01161,0.297186,-0.013515,0.165861,0.322108,2
7128,'2016/09/28 23:46:47:747',30,2.113472,0.200424,-0.631632,-0.898353,0.119235,-0.006178,0.09868,0.036333,0.021742,0.269746,0.012181,0.252378,0.201427,2
7129,'2016/09/28 23:46:47:763',30,2.104373,0.36356,-0.795317,-0.880518,0.218924,0.031256,-0.033695,0.036989,0.203377,0.169323,-0.047819,0.332782,0.178472,2
7130,'2016/09/28 23:46:47:780',30,2.027377,0.337832,-0.710085,-0.857626,0.165413,0.010179,0.062696,0.007149,0.079919,0.264541,-0.0279,0.208386,0.274526,2
7131,'2016/09/28 23:46:47:796',30,2.101185,0.424009,-0.758394,-0.942964,0.216575,0.062693,0.035693,-0.035667,0.201596,0.185389,0.046298,0.218352,0.257493,2
7132,'2016/09/28 23:46:47:813',30,2.033742,0.416606,-0.660424,-0.920838,0.229738,0.140121,-0.043334,0.008814,0.18082,0.240873,-0.107322,0.332866,0.243054,2
7133,'2016/09/28 23:46:47:830',30,2.009401,0.347504,-0.650153,-0.895854,0.260145,0.060926,-0.033116,0.04224,0.146629,0.212446,-0.049338,0.300591,0.227826,2
7134,'2016/09/28 23:46:47:846',30,2.036502,0.312546,-0.659023,-0.865348,0.244354,0.075834,-0.057568,-0.009918,0.185224,0.184155,-0.001937,0.217827,0.240097,2
7135,'2016/09/28 23:46:47:863',30,2.06811,0.332346,-0.723253,-0.818154,0.195257,0.095248,-0.045798,-0.026619,0.176349,0.189232,-0.066798,0.326357,0.277568,2
7136,'2016/09/28 23:46:47:879',30,1.985981,0.322851,-0.602015,-0.873574,0.217894,0.059354,0.042864,-0.071855,0.115538,0.269117,-0.005068,0.219543,0.202052,2
7137,'2016/09/28 23:46:47:896',30,2.01551,0.230683,-0.553858,-0.842759,0.188326,0.100447,-0.01351,-0.002931,0.131964,0.236832,0.021222,0.257726,0.244057,2
7138,'2016/09/28 23:46:47:913',30,2.001409,0.360241,-0.600367,-0.895285,0.266728,0.141021,-0.079263,-0.043521,0.208885,0.219681,-0.067754,0.314269,0.207642,2
7139,'2016/09/28 23:46:47:930',30,2.019963,0.326703,-0.552377,-0.919596,0.205806,0.069204,0.041139,-0.024775,0.094119,0.254191,-0.061314,0.320362,0.205171,2
7140,'2016/09/28 23:46:47:946',30,1.984705,0.373014,-0.648732,-0.900836,0.150319,0.103569,0.000052,0.026079,0.064596,0.2867,-0.023483,0.283424,0.223074,2
7141,'2016/09/28 23:46:47:963',30,2.003536,0.268853,-0.65939,-0.879636,0.097391,0.063865,0.030991,0.033001,-0.013346,0.297405,0.009795,0.255199,0.19317,2
7142,'2016/09/28 23:46:47:979',30,2.01629,0.256274,-0.664104,-0.788745,0.182767,-0.041854,0.0576,0.036135,0.069366,0.241692,-0.03983,0.227655,0.269805,2
7143,'2016/09/28 23:46:47:996',30,2.104267,0.359616,-0.744731,-0.874477,0.215033,0.030919,0.070638,-0.020779,0.146354,0.255592,-0.043125,0.313641,0.254863,2
7144,'2016/09/28 23:46:48:012',30,2.095678,0.304341,-0.700642,-0.821427,0.239803,0.032704,-0.000687,0.023557,0.111921,0.263595,-0.047536,0.191147,0.352197,2
7145,'2016/09/28 23:46:48:030',30,2.059909,0.419074,-0.687439,-0.826451,0.210791,0.038613,0.024795,0.016929,0.119172,0.169213,0.028226,0.203749,0.267666,2
7146,'2016/09/28 23:46:48:046',30,2.087857,0.278497,-0.720008,-0.730039,0.173425,-0.02462,0.039132,0.031565,0.080862,0.21773,0.008856,0.22351,0.213603,2
7147,'2016/09/28 23:46:48:063',30,2.067987,0.379258,-0.682216,-0.82066,0.144644,0.01188,0.097836,-0.033311,0.01559,0.271673,0.046084,0.114373,0.293111,2
7148,'2016/09/28 23:46:48:080',30,2.061454,0.32943,-0.644456,-0.810538,0.251423,-0.052104,0.044172,0.071129,0.026201,0.254036,0.054778,0.208727,0.195182,2
7149,'2016/09/28 23:46:48:096',30,2.083514,0.457477,-0.766886,-0.781889,0.286513,-0.038709,0.019775,0.046113,0.024929,0.33141,-0.032078,0.194726,0.344235,2
7150,'2016/09/28 23:46:48:113',30,2.086014,0.371479,-0.648244,-0.804389,0.176414,0.060679,0.015833,0.06224,-0.002297,0.271584,0.086794,0.176542,0.239668,2
7151,'2016/09/28 23:46:48:130',30,2.086593,0.414621,-0.63333,-0.833307,0.173685,0.04017,0.110399,-0.004269,0.023313,0.292479,0.095046,0.198638,0.199917,2
7152,'2016/09/28 23:46:48:146',30,2.087149,0.369837,-0.752633,-0.732936,0.067734,-0.039912,0.08773,0.064469,-0.064682,0.240705,0.162564,0.188193,0.175901,2
7153,'2016/09/28 23:46:48:163',30,2.057638,0.383028,-0.680048,-0.840777,0.15814,-0.045994,0.076393,-0.033775,0.044903,0.281284,-0.00188,0.214818,0.271377,2
7154,'2016/09/28 23:46:48:179',30,2.054288,0.389066,-0.605888,-0.836821,0.063769,-0.008045,0.129386,-0.015233,-0.00883,0.316181,0.01035,0.237927,0.224581,2
7155,'2016/09/28 23:46:48:196',30,2.098027,0.420847,-0.705354,-0.849254,0.150902,0.067492,0.007139,-0.020285,0.121744,0.302985,0.015754,0.163301,0.347001,2
7156,'2016/09/28 23:46:48:213',30,2.111255,0.450307,-0.71229,-0.798098,0.11999,0.02082,0.057343,0.040176,0.003539,0.345295,0.084297,0.133916,0.233511,2
7157,'2016/09/28 23:46:48:230',30,2.060234,0.417867,-0.579832,-0.850963,0.165251,-0.03704,0.097892,0.033839,0.067523,0.280686,-0.038951,0.26888,0.186706,2
7158,'2016/09/28 23:46:48:246',30,2.110552,0.4244,-0.693725,-0.644883,0.028874,-0.022078,0.070191,0.117135,0.025066,0.191593,0.040808,0.258492,0.256019,2
7159,'2016/09/28 23:46:48:263',30,2.122668,0.25554,-0.537522,-0.840334,0.121196,0.050528,-0.043033,0.032554,0.085222,0.204142,-0.013889,0.228447,0.25128,2
7160,'2016/09/28 23:46:48:279',30,2.015442,0.208329,-0.614972,-0.708028,0.127303,-0.086669,0.042206,0.036545,0.101548,0.23017,-0.057336,0.318066,0.193946,2
7161,'2016/09/28 23:46:48:296',30,2.079684,0.25996,-0.683886,-0.723081,0.119905,0.040191,0.004077,0.064218,0.047381,0.236055,0.073263,0.242042,0.314303,2
7162,'2016/09/28 23:46:48:313',30,2.071542,0.295821,-0.660918,-0.734389,0.142297,0.093855,-0.004712,0.003033,0.107014,0.227406,0.006552,0.251239,0.232728,2
7163,'2016/09/28 23:46:48:330',30,2.075028,0.243726,-0.576401,-0.790693,0.11906,0.195849,-0.081235,-0.023531,0.18631,0.190792,-0.027437,0.309022,0.210762,2
7164,'2016/09/28 23:46:48:346',30,2.063597,0.23778,-0.522966,-0.872985,0.173314,0.13808,0.021486,-0.125439,0.213789,0.224532,-0.105348,0.400964,0.162023,2
7165,'2016/09/28 23:46:48:363',30,2.025352,0.187644,-0.595317,-0.777226,0.077229,0.187238,-0.055066,-0.004044,0.170835,0.254313,-0.067715,0.357452,0.240752,2
7166,'2016/09/28 23:46:48:379',30,2.089318,0.255761,-0.705193,-0.760338,0.13484,0.120245,-0.036387,-0.007162,0.192777,0.196491,-0.032352,0.361641,0.163469,2
7167,'2016/09/28 23:46:48:396',30,2.086852,0.230866,-0.669233,-0.854296,0.179186,0.061466,-0.019902,0.028434,0.110701,0.259054,-0.041033,0.332282,0.230705,2
7168,'2016/09/28 23:46:48:413',30,2.054911,0.267157,-0.679047,-0.829506,0.120597,0.093824,-0.016249,-0.030001,0.262967,0.169895,-0.077388,0.417755,0.229838,2
7169,'2016/09/28 23:46:48:430',30,2.056858,0.236873,-0.568139,-0.91775,0.09771,0.15468,-0.034537,-0.03411,0.138768,0.253677,-0.043264,0.291661,0.184894,2
7170,'2016/09/28 23:46:48:446',30,2.060002,0.207095,-0.572345,-0.816568,-0.011831,0.205764,0.011367,-0.088324,0.228433,0.147129,0.03733,0.302807,0.213549,2
7171,'2016/09/28 23:46:48:463',30,2.060697,0.218154,-0.639675,-0.770848,0.145834,0.030055,0.019191,0.044301,0.147597,0.233195,-0.032457,0.299949,0.273384,2
7172,'2016/09/28 23:46:48:480',30,2.060184,0.305201,-0.601178,-0.818147,0.105551,0.118172,0.049937,-0.057053,0.148959,0.224241,-0.021051,0.308932,0.226251,2
7173,'2016/09/28 23:46:48:497',30,2.026386,0.319189,-0.661626,-0.773944,0.120323,0.106701,0.003121,0.028616,0.11488,0.194743,0.037534,0.294918,0.236128,2
7174,'2016/09/28 23:46:48:513',30,2.107282,0.340889,-0.710761,-0.792646,0.20246,0.044102,-0.018932,0.047926,0.032187,0.234881,0.05557,0.214046,0.229548,2
7175,'2016/09/28 23:46:48:529',30,2.096924,0.289645,-0.646574,-0.820221,0.146667,0.062858,0.031132,-0.010349,0.027392,0.244877,0.068936,0.222373,0.272555,2
7176,'2016/09/28 23:46:48:546',30,2.107275,0.346201,-0.677862,-0.84185,0.156074,0.072549,0.064085,-0.024066,0.058467,0.277522,0.031016,0.291156,0.276383,2
7177,'2016/09/28 23:46:48:563',30,2.074421,0.416055,-0.734319,-0.707883,0.17672,0.024553,0.056053,0.006328,0.074586,0.195137,-0.002028,0.271237,0.219615,2
7178,'2016/09/28 23:46:48:584',30,2.078721,0.424399,-0.629974,-0.781038,0.20462,0.098416,0.079831,0.018511,0.018183,0.253661,0.095313,0.156771,0.21006,2
7179,'2016/09/28 23:46:48:606',30,2.066245,0.384657,-0.679766,-0.786199,0.237301,0.049317,0.091296,0.032632,0.062968,0.263684,0.078616,0.192784,0.203333,2
7180,'2016/09/28 23:46:48:613',30,2.051049,0.386689,-0.709404,-0.796501,0.199765,0.055174,0.062803,0.031735,0.048162,0.280754,0.065082,0.19489,0.251963,2
7181,'2016/09/28 23:46:48:629',30,2.07754,0.316737,-0.724565,-0.781417,0.148429,-0.018369,0.180282,0.000956,-0.039047,0.325629,0.119282,0.117928,0.224451,2
7182,'2016/09/28 23:46:48:648',30,2.074092,0.356924,-0.833738,-0.840992,0.222808,-0.028245,0.095,-0.005404,0.026874,0.261445,0.109394,0.149681,0.243115,2
7183,'2016/09/28 23:46:48:662',30,2.073581,0.278247,-0.726777,-0.87781,0.139173,0.119301,0.026338,0.001746,0.046056,0.262742,0.124823,0.143409,0.261475,2
7184,'2016/09/28 23:46:48:680',30,2.041266,0.331024,-0.745941,-0.955287,0.257825,0.09443,0.012426,0.008117,0.077856,0.237334,0.099982,0.17113,0.239293,2
7185,'2016/09/28 23:46:48:696',30,2.119095,0.328768,-0.871615,-0.816174,0.184062,0.111629,0.05615,-0.03518,0.068083,0.340085,0.001034,0.185764,0.309637,2
7186,'2016/09/28 23:46:48:713',30,2.064041,0.351916,-0.839284,-0.88036,0.251742,0.038371,0.076714,0.059434,0.041064,0.277741,0.039989,0.233997,0.2924,2
7187,'2016/09/28 23:46:48:730',30,2.132416,0.320624,-0.770872,-0.921836,0.196394,0.219927,0.031215,-0.071591,0.105455,0.274359,0.074506,0.168953,0.247082,2
7188,'2016/09/28 23:46:48:746',30,2.085431,0.358658,-0.765985,-0.924837,0.211615,0.184452,0.030656,0.003574,0.047893,0.309847,0.055592,0.170979,0.235211,2
7189,'2016/09/28 23:46:48:763',30,2.021961,0.210973,-0.542872,-0.890834,0.054978,0.227135,0.086233,-0.059462,0.134297,0.186505,0.052722,0.28777,0.147951,2
7190,'2016/09/28 23:46:48:779',30,2.057341,0.408139,-0.742237,-0.872138,0.120076,0.180244,0.039916,-0.001873,0.115941,0.154087,0.03129,0.364829,0.194135,2
7191,'2016/09/28 23:46:48:796',30,2.036821,0.341105,-0.685047,-0.830975,0.024235,0.173109,0.103053,-0.087219,0.106663,0.187284,0.014954,0.270959,0.239772,2
7192,'2016/09/28 23:46:48:813',30,2.058218,0.308018,-0.674277,-0.870827,0.077476,0.157271,0.085224,-0.079292,0.096004,0.210999,0.036975,0.264372,0.236324,2
7193,'2016/09/28 23:46:48:829',30,2.032337,0.333778,-0.606443,-0.891773,0.068508,0.192892,0.07759,-0.088431,0.161254,0.176402,-0.020105,0.329984,0.203084,2
7194,'2016/09/28 23:46:48:846',30,2.054129,0.416925,-0.608078,-0.899616,0.11224,0.174122,0.074989,-0.089351,0.197225,0.17046,-0.047392,0.385086,0.171702,2
7195,'2016/09/28 23:46:48:863',30,2.040771,0.403751,-0.563964,-0.912417,0.049175,0.209051,0.094628,-0.097708,0.156512,0.239436,-0.051343,0.337659,0.190636,2
7196,'2016/09/28 23:46:48:879',30,2.082121,0.460858,-0.656704,-0.811096,-0.088281,0.181494,0.137732,-0.016683,0.059831,0.23859,0.008239,0.295101,0.223195,2
7197,'2016/09/28 23:46:48:896',30,2.017516,0.46439,-0.662185,-0.864903,0.021048,0.095722,0.12676,-0.021432,0.081622,0.203002,0.025219,0.317719,0.217379,2
7198,'2016/09/28 23:46:48:913',30,2.073664,0.472232,-0.623269,-0.976181,0.017727,0.211187,0.09552,-0.109009,0.098487,0.237586,0.064513,0.26843,0.152812,2
7199,'2016/09/28 23:46:48:929',30,1.990307,0.39432,-0.641709,-0.86512,0.083002,0.027113,0.101792,0.03245,0.077785,0.193346,-0.003318,0.362421,0.188614,2
7200,'2016/09/28 23:46:48:946',30,2.036056,0.421201,-0.648554,-0.853271,-0.032847,0.204155,0.037437,-0.004772,0.118707,0.168032,0.051131,0.318965,0.219339,2
7201,'2016/09/28 23:46:48:964',30,2.038065,0.401992,-0.650991,-0.816761,-0.006301,0.198339,0.07904,0.00582,0.046355,0.26999,0.066002,0.310901,0.209677,2
7202,'2016/09/28 23:46:48:980',30,2.038766,0.466212,-0.614279,-0.871379,0.101686,0.200367,0.03346,-0.033648,0.14925,0.127576,0.053438,0.302528,0.241795,2
7203,'2016/09/28 23:46:48:996',30,1.976397,0.350862,-0.666673,-0.750521,0.067624,0.113802,0.125717,-0.059902,0.102661,0.196953,0.120404,0.279806,0.23154,2
7204,'2016/09/28 23:46:49:013',30,2.020717,0.299924,-0.630216,-0.690281,-0.011881,0.071427,0.21712,-0.079674,0.011394,0.203973,0.082677,0.268997,0.144542,2
7205,'2016/09/28 23:46:49:029',30,2.041126,0.441508,-0.677935,-0.837493,0.137507,0.101917,0.078825,0.003968,0.006769,0.245244,0.050616,0.256018,0.205905,2
7206,'2016/09/28 23:46:49:046',30,2.078009,0.408285,-0.733326,-0.764742,0.181499,0.046854,0.142353,-0.024282,0.040498,0.235146,0.089854,0.264326,0.160318,2
7207,'2016/09/28 23:46:49:063',30,2.072737,0.433475,-0.64241,-0.926144,0.150673,0.220477,-0.002076,0.042172,0.047763,0.253028,0.117042,0.18758,0.268671,2
7208,'2016/09/28 23:46:49:080',30,2.025789,0.466916,-0.644241,-0.871263,0.030733,0.208262,0.159367,-0.072232,0.052433,0.279984,0.045723,0.286544,0.192168,2
7209,'2016/09/28 23:46:49:096',30,2.025351,0.441602,-0.643325,-0.928586,0.018656,0.244532,0.115251,-0.089493,0.134489,0.21365,0.051197,0.286605,0.170719,2
7210,'2016/09/28 23:46:51:446',31,0.870992,0.367806,0.190785,0.084131,0.170526,0.345661,0.344663,0.169106,0.483714,0.490916,0.286575,0.254943,0.179349,3
7211,'2016/09/28 23:46:51:465',31,0.911161,0.267546,0.244284,0.202796,0.130953,0.214767,0.357545,0.453426,0.527182,0.303668,0.222491,0.299769,0.19066,3
7212,'2016/09/28 23:46:51:481',31,0.9127,0.426062,0.234194,0.114587,0.030272,0.145498,0.328096,0.386877,0.477734,0.338598,0.290301,0.177154,0.275153,3
7213,'2016/09/28 23:46:51:497',31,0.998528,0.474848,0.198638,0.125972,0.14076,0.157911,0.240631,0.261676,0.279631,0.48681,0.268322,0.177181,0.308755,3
7214,'2016/09/28 23:46:51:513',31,0.906301,0.441024,0.316589,0.146567,0.19121,0.252745,0.227279,0.234788,0.436643,0.257307,0.215837,0.283597,0.214135,3
7215,'2016/09/28 23:46:51:535',31,0.815943,0.513533,0.257469,0.249401,0.250932,0.106027,0.288432,0.332514,0.307817,0.274844,0.305307,0.376261,0.129194,3
7216,'2016/09/28 23:46:51:546',31,0.815943,0.513533,0.257469,0.249401,0.250932,0.106027,0.288432,0.332514,0.307817,0.274844,0.305307,0.376261,0.129194,3
7217,'2016/09/28 23:46:51:564',31,0.732492,0.180942,0.042974,0.072923,0.121024,0.205798,0.21946,0.382022,0.423831,0.390612,0.234752,0.30197,0.23139,3
7218,'2016/09/28 23:46:51:579',31,0.855958,0.219305,0.072603,0.084543,0.242612,0.378678,0.303562,0.344409,0.478362,0.3285,0.198104,0.363534,0.13142,3
7219,'2016/09/28 23:46:51:596',31,0.969038,0.392013,0.221277,-0.040754,0.101671,0.123902,0.226541,0.331334,0.482032,0.373816,0.242887,0.271157,0.155658,3
7220,'2016/09/28 23:46:51:614',31,0.854819,0.218897,0.155849,-0.060917,-0.030348,0.187046,0.319445,0.375245,0.588316,0.190065,0.252797,0.523587,0.129672,3
7221,'2016/09/28 23:46:51:629',31,0.914073,0.181209,0.194877,-0.057681,0.188275,0.492816,0.283205,0.28267,0.593452,0.331915,0.124327,0.385763,0.212162,3
7222,'2016/09/28 23:46:51:646',31,0.76919,0.237469,0.199192,0.078685,0.208549,0.442308,0.375556,0.346252,0.500935,0.3368,0.22092,0.376093,0.087154,3
7223,'2016/09/28 23:46:51:663',31,0.51465,0.003391,0.03872,-0.013245,0.058622,0.375756,0.457462,0.464283,0.636809,0.473837,0.303836,0.364762,0.228506,3
7224,'2016/09/28 23:46:51:679',31,0.780967,0.270973,0.29574,0.029539,0.152185,0.348641,0.225696,0.140516,0.450171,0.280808,0.306929,0.60822,0.197977,3
7225,'2016/09/28 23:46:51:697',31,0.793743,0.266377,0.349768,0.051271,0.091882,0.296544,0.147785,0.14441,0.49333,0.122123,0.209955,0.496551,0.203634,3
7226,'2016/09/28 23:46:51:713',31,0.849629,0.389033,0.449349,0.135652,0.050383,0.362952,0.145866,0.283104,0.487895,0.297193,0.227188,0.392034,0.115367,3
7227,'2016/09/28 23:46:51:730',31,0.608013,0.270299,0.523714,0.216155,0.228843,0.356234,0.26851,0.283877,0.433248,0.323386,0.23465,0.40605,0.159886,3
7228,'2016/09/28 23:46:51:747',31,0.944082,0.31248,0.174119,0.070194,0.157333,0.266041,0.151575,0.250257,0.568509,0.311427,0.228734,0.47585,0.213414,3
7229,'2016/09/28 23:46:51:764',31,0.796238,0.362707,0.392576,0.172137,0.164312,0.446554,0.325005,0.209946,0.508788,0.352231,0.120709,0.330466,0.285215,3
7230,'2016/09/28 23:46:51:779',31,0.965109,0.369244,0.375098,0.127401,0.205895,0.336299,0.115647,0.185981,0.336356,0.021602,0.103964,0.556607,0.259498,3
7231,'2016/09/28 23:46:51:796',31,0.845163,0.409375,0.474142,0.066572,0.139926,0.352385,0.150326,0.103838,0.567055,0.364949,0.227908,0.355974,0.164417,3
7232,'2016/09/28 23:46:51:813',31,0.756169,0.273422,0.36957,0.147691,0.0574,0.492214,0.313004,0.154809,0.504758,0.186141,0.215269,0.578156,0.285581,3
7233,'2016/09/28 23:46:51:829',31,1.147229,0.148621,0.07871,-0.511328,-0.061996,0.523159,0.466525,0.447087,0.464162,0.086605,0.05498,0.320384,0.169269,3
7234,'2016/09/28 23:46:51:847',31,1.083373,0.504287,0.244082,-0.278011,-0.121659,0.497696,0.434536,0.273857,0.29583,0.14445,0.351637,0.397056,0.143109,3
7235,'2016/09/28 23:46:51:863',31,0.857243,0.22338,0.003016,-0.038349,-0.000571,0.154557,0.306281,0.291752,0.354361,0.326448,0.391045,0.375056,0.245374,3
7236,'2016/09/28 23:46:51:880',31,0.912043,0.620733,0.634684,-0.74677,0.32994,0.233296,0.108251,0.294368,0.3912,0.149401,0.121906,0.329387,0.121367,3
7237,'2016/09/28 23:46:51:897',31,1.045065,1.12957,0.094021,-1.140762,0.03649,0.125944,0.108739,0.004311,0.32609,0.023003,0.115741,0.547911,0.114787,3
7238,'2016/09/28 23:46:51:913',31,1.165191,0.838777,0.166247,-1.175852,0.023464,0.152225,0.04067,0.049938,0.306718,0.245417,-0.036299,0.454935,0.077615,3
7239,'2016/09/28 23:46:51:929',31,0.95468,0.657176,0.171509,-1.268297,0.033296,0.089317,0.080392,0.04712,0.148165,0.182768,0.016694,0.414575,0.152516,3
7240,'2016/09/28 23:46:51:947',31,1.103885,0.781881,0.008446,-1.057519,-0.073123,0.111126,0.057681,0.036247,0.126668,0.228416,-0.053016,0.296088,0.184092,3
7241,'2016/09/28 23:46:51:963',31,1.121433,0.906468,0.023584,-1.200998,0.008046,0.082385,0.040522,0.078812,0.131146,0.174433,0.043412,0.280353,0.14717,3
7242,'2016/09/28 23:46:51:981',31,1.169452,0.780049,0.122449,-1.055046,-0.134446,0.026966,-0.006944,0.220233,0.16746,-0.039533,0.105508,0.350064,0.113604,3
7243,'2016/09/28 23:46:51:997',31,1.097181,0.782436,0.047407,-1.017818,-0.078843,-0.048531,0.000436,0.149334,0.156626,0.127492,-0.104445,0.469037,0.055281,3
7244,'2016/09/28 23:46:52:014',31,0.992911,0.925103,0.082825,-1.154882,-0.016905,0.083177,-0.030057,0.222934,0.124106,0.09941,0.020995,0.331865,0.037177,3
7245,'2016/09/28 23:46:52:030',31,1.054577,0.90963,-0.017621,-1.064616,0.068091,0.03168,-0.072259,0.300638,0.131056,-0.004383,-0.008496,0.425452,0.135047,3
7246,'2016/09/28 23:46:52:047',31,1.0011,0.788608,-0.119831,-0.958067,-0.000634,0.0224,-0.132952,0.352917,0.135388,-0.037601,0.067975,0.376857,0.215928,3
7247,'2016/09/28 23:46:52:064',31,1.020748,0.819464,0.000434,-1.033369,-0.029474,0.044558,-0.053295,0.367799,0.064526,0.014772,0.008795,0.421473,0.15049,3
7248,'2016/09/28 23:46:52:080',31,0.979647,0.885113,0.116121,-1.041442,-0.150761,0.053777,-0.010119,0.442074,0.007244,-0.045797,0.014173,0.462476,0.17316,3
7249,'2016/09/28 23:46:52:097',31,1.011342,0.812393,0.159198,-1.169634,-0.062407,0.051422,0.031653,0.196144,0.120657,0.042153,-0.046181,0.457122,0.109027,3
7250,'2016/09/28 23:46:52:115',31,0.988366,0.847041,0.210822,-1.251531,-0.033016,0.049724,0.025046,0.245967,0.154475,-0.088926,0.076189,0.414943,0.176932,3
7251,'2016/09/28 23:46:52:131',31,1.028539,0.866394,0.140659,-1.093889,-0.035153,0.040128,-0.100213,0.277755,0.300222,-0.107535,-0.012919,0.425867,0.213131,3
7252,'2016/09/28 23:46:52:148',31,1.024908,0.808686,0.172314,-1.101284,-0.019338,0.074821,-0.109218,0.238596,0.182678,0.003987,-0.058199,0.478255,0.167562,3
7253,'2016/09/28 23:46:52:163',31,1.049721,0.711064,0.185448,-1.109148,-0.050791,-0.029386,-0.117374,0.328764,0.19497,-0.129723,-0.03235,0.498552,0.100282,3
