@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute outputs-1 {0,1,2,3,4}

@data
8279,'2016/09/28 23:47:12:100',32,0.636061,0.419868,0.357347,0.221523,0.11929,0.157206,0.1781,0.078743,0.327756,0.559487,0.322042,0.270046,0.352351,4
8280,'2016/09/28 23:47:12:116',32,0.727746,0.570743,0.485053,0.567879,0.261057,-0.044107,0.130979,0.272597,0.304575,0.377718,0.198838,0.133671,0.217683,4
8281,'2016/09/28 23:47:12:134',32,0.788399,0.467522,0.258659,0.243935,0.372107,0.253013,0.391621,0.222181,0.297404,0.152177,0.124522,0.275202,0.36597,4
8282,'2016/09/28 23:47:12:150',32,0.935531,0.587166,0.149114,0.335899,0.265641,0.023149,0.180794,0.262455,0.391835,0.318931,0.322478,0.210457,0.169563,4
8283,'2016/09/28 23:47:12:167',32,0.756614,0.504105,0.45025,0.44876,0.381631,0.089926,0.236667,0.086034,0.227584,0.416268,0.271404,0.241047,0.375994,4
8284,'2016/09/28 23:47:12:184',32,0.708603,0.207052,0.200894,0.265601,0.179656,0.204994,0.237332,0.226707,0.272586,0.377425,0.390614,0.228886,0.345796,4
8285,'2016/09/28 23:47:12:200',32,0.749332,0.562368,0.541457,0.507068,0.207607,0.004959,0.170841,0.194155,0.457451,0.445975,0.29289,0.201387,0.238256,4
8286,'2016/09/28 23:47:12:217',32,0.788609,0.440212,0.181163,0.280832,0.260751,0.019219,0.165465,0.347284,0.379839,0.409595,0.382195,0.259122,0.180592,4
8287,'2016/09/28 23:47:12:234',32,0.85062,0.432806,0.383857,0.320423,0.365724,0.267416,0.093305,0.159434,0.248032,0.411798,0.287739,0.195366,0.342406,4
8288,'2016/09/28 23:47:12:251',32,0.77443,0.462445,0.412292,0.416222,0.295032,0.061116,0.393087,0.240686,0.250719,0.349806,0.251609,0.157855,0.229419,4
8289,'2016/09/28 23:47:12:267',32,0.748062,0.380214,0.326961,0.370794,0.302833,0.192791,0.262625,0.172813,0.163771,0.316151,0.321811,0.164681,0.308631,4
8290,'2016/09/28 23:47:12:284',32,0.764884,0.278215,0.097099,0.191521,0.274609,0.220412,0.320883,0.415125,0.152107,0.301774,0.342758,0.198231,0.313536,4
8291,'2016/09/28 23:47:12:300',32,0.8678,0.375314,0.069884,0.140812,0.056136,0.132186,0.352343,0.233134,0.275585,0.364746,0.275298,0.414021,0.293196,4
8292,'2016/09/28 23:47:12:317',32,0.729121,0.09351,-0.033404,0.133685,0.246355,0.191404,0.27723,0.282931,0.400438,0.493699,0.473193,0.334869,0.290329,4
8293,'2016/09/28 23:47:12:333',32,0.797657,0.379219,0.369245,0.422142,0.29403,0.189554,0.205364,0.162698,0.216096,0.268511,0.320069,0.298082,0.237535,4
8294,'2016/09/28 23:47:12:350',32,0.882698,0.44475,0.155091,0.086074,0.234841,0.277295,0.229952,0.15269,0.304461,0.408912,0.37749,0.241425,0.266245,4
8295,'2016/09/28 23:47:12:366',32,1.026235,0.535061,0.081165,0.22833,0.296454,0.310875,0.395266,0.24136,0.258367,0.341232,0.236485,0.086335,0.162944,4
8296,'2016/09/28 23:47:12:383',32,0.867727,0.357356,0.195365,0.189295,0.108637,0.132458,0.403553,0.259906,0.239244,0.409529,0.421041,0.337844,0.119494,4
8297,'2016/09/28 23:47:12:399',32,0.783246,0.435692,0.34261,0.519027,0.496596,0.100183,0.226971,0.10442,0.167082,0.228884,0.311747,0.288814,0.236713,4
8298,'2016/09/28 23:47:12:416',32,0.841021,0.356428,0.204981,0.325281,0.284194,0.112345,0.305752,0.338303,0.289099,0.369774,0.315826,0.218543,0.234057,4
8299,'2016/09/28 23:47:12:433',32,0.981858,0.382097,0.088747,0.297154,0.22081,0.135919,0.223036,0.354722,0.292121,0.294503,0.26646,0.301444,0.266666,4
8300,'2016/09/28 23:47:12:450',32,0.781557,0.10654,-0.04163,0.350184,0.617288,0.311733,0.276,0.282202,0.300712,0.241088,0.257873,0.31298,0.252232,4
8301,'2016/09/28 23:47:12:467',32,1.1071,0.283775,-0.079836,0.241081,0.293209,0.175907,0.235101,0.213098,0.12264,0.401621,0.442939,0.137587,0.234229,4
8302,'2016/09/28 23:47:12:484',32,0.943679,0.157175,-0.087918,0.225905,0.523032,0.424028,0.349003,0.226569,0.14064,0.274113,0.369123,0.393254,0.357253,4
8303,'2016/09/28 23:47:12:499',32,1.001091,0.122876,-0.058373,0.233756,0.385643,0.436023,0.371531,0.136136,-0.024268,0.205473,0.310972,0.432029,0.443262,4
8304,'2016/09/28 23:47:12:518',32,1.011482,0.160738,-0.214584,0.118364,0.543136,0.520874,0.350126,0.166474,0.259077,0.418716,0.333957,0.337062,0.287193,4
8305,'2016/09/28 23:47:12:534',32,0.810345,0.13563,0.065143,0.282595,0.404385,0.296957,0.380415,0.336689,0.27576,0.389526,0.350411,0.288802,0.387535,4
8306,'2016/09/28 23:47:12:550',32,0.926578,0.157418,-0.018487,0.336787,0.559329,0.356027,0.418882,0.242395,0.083057,0.194828,0.293329,0.442648,0.341841,4
8307,'2016/09/28 23:47:12:566',32,1.045169,0.0539,-0.153466,0.167512,0.308252,0.219004,0.31484,0.2532,0.212666,0.338394,0.350983,0.468872,0.343402,4
8308,'2016/09/28 23:47:12:584',32,0.904074,-0.030603,-0.316354,0.055764,0.147282,0.297545,0.433234,0.279358,0.348282,0.311004,0.354412,0.427859,0.249568,4
8309,'2016/09/28 23:47:12:600',32,0.869288,-0.014148,-0.088009,0.398707,0.538427,0.453476,0.316308,0.092594,0.223256,0.230886,0.210779,0.368679,0.282674,4
8310,'2016/09/28 23:47:12:617',32,0.745437,0.14819,0.195672,0.317245,0.511355,0.235745,0.2798,0.137392,0.172567,0.241613,0.348451,0.460801,0.374984,4
8311,'2016/09/28 23:47:12:634',32,0.811575,0.042541,0.112508,0.401527,0.258559,0.152385,0.260198,0.223513,0.350616,0.20431,0.26277,0.278129,0.377231,4
8312,'2016/09/28 23:47:12:650',32,0.962513,0.138549,-0.026413,0.244124,0.391047,0.233547,0.256106,0.265249,0.2495,0.273114,0.347572,0.366305,0.298049,4
8313,'2016/09/28 23:47:12:667',32,0.889319,0.142827,-0.167977,0.173346,0.345978,0.295977,0.226531,0.274649,0.226267,0.249595,0.348723,0.278617,0.329253,4
8314,'2016/09/28 23:47:12:683',32,0.944385,0.338859,0.17783,0.339789,0.287589,0.246447,0.269839,0.263194,0.214132,0.272611,0.377918,0.356301,0.299428,4
8315,'2016/09/28 23:47:12:699',32,1.018212,0.330174,0.122242,0.159861,0.215941,0.155814,0.230144,0.379581,0.419723,0.319712,0.356918,0.298992,0.295919,4
8316,'2016/09/28 23:47:12:716',32,1.054478,0.22989,0.022056,0.09658,0.299326,0.298077,0.393465,0.211497,0.193599,0.296652,0.359099,0.340439,0.268037,4
8317,'2016/09/28 23:47:12:733',32,1.02752,0.164589,-0.183726,0.311879,0.428448,0.45208,0.454523,0.114722,0.220135,0.327587,0.312651,0.28913,0.197392,4
8318,'2016/09/28 23:47:12:749',32,0.918096,0.154329,0.09053,0.386664,0.447295,0.244703,0.195161,0.111414,0.275277,0.281701,0.359678,0.244348,0.352927,4
8319,'2016/09/28 23:47:12:766',32,0.943774,0.2842,0.136675,0.382619,0.61034,0.356291,0.13509,0.096491,0.124409,0.248445,0.201335,0.23737,0.360215,4
8320,'2016/09/28 23:47:12:783',32,0.979669,0.200291,0.088353,0.209034,0.287788,0.118136,0.267716,0.372553,0.351115,0.255502,0.334628,0.15896,0.283081,4
8321,'2016/09/28 23:47:12:800',32,0.911906,0.19591,-0.00627,0.186546,0.207113,0.14594,0.395934,0.321329,0.226753,0.393511,0.284084,0.359359,0.459362,4
8322,'2016/09/28 23:47:12:816',32,0.967852,0.192874,0.064201,0.21267,0.15087,0.085108,0.378515,0.447822,0.19616,0.520768,0.293178,0.13487,0.235695,4
8323,'2016/09/28 23:47:12:833',32,0.993238,0.3783,-0.043059,-0.057431,0.312762,0.400799,0.287254,0.301227,0.272782,0.306926,0.369732,0.382574,0.208469,4
8324,'2016/09/28 23:47:12:850',32,0.930624,0.260202,0.212672,0.2778,0.245374,0.210451,0.241902,0.284958,0.186626,0.220744,0.380597,0.265423,0.290918,4
8325,'2016/09/28 23:47:12:867',32,0.717484,-0.01653,-0.055315,0.169258,0.302238,0.573777,0.496267,0.330519,0.333297,0.380073,0.439524,0.472911,0.239346,4
8326,'2016/09/28 23:47:12:884',32,0.781074,0.387446,0.521833,0.299063,0.188042,0.269384,0.314481,0.268819,0.180625,0.257736,0.33127,0.267821,0.247889,4
8327,'2016/09/28 23:47:12:899',32,0.835494,0.290896,0.163755,0.208895,0.092604,0.059505,0.203904,0.161551,0.269948,0.482472,0.335526,0.169239,0.266918,4
8328,'2016/09/28 23:47:12:917',32,0.810012,0.215022,0.02161,0.015748,0.140571,0.199232,0.175735,0.244492,0.404644,0.468889,0.485073,0.348381,0.395614,4
8329,'2016/09/28 23:47:12:933',32,0.835869,0.198544,0.093093,0.11315,0.08868,0.11208,0.350947,0.339911,0.402363,0.470557,0.459557,0.290848,0.20805,4
8330,'2016/09/28 23:47:12:950',32,0.687338,0.203931,0.414055,0.145741,0.175767,0.148083,0.459585,0.415392,0.285099,0.427191,0.25336,0.245051,0.134632,4
8331,'2016/09/28 23:47:12:967',32,0.766339,0.095026,0.160899,0.07074,0.001873,0.123569,0.293544,0.522211,0.407917,0.448057,0.408457,0.286198,0.304949,4
8332,'2016/09/28 23:47:12:984',32,0.954223,0.20783,0.211233,0.207188,0.151114,0.325344,0.306837,0.208074,0.334205,0.391151,0.298131,0.303691,0.238501,4
8333,'2016/09/28 23:47:13:000',32,0.897977,0.185572,0.081529,0.254735,0.290624,0.348257,0.246705,0.095044,0.076628,0.381564,0.416889,0.308809,0.294357,4
8334,'2016/09/28 23:47:13:021',32,0.745414,0.260344,0.330605,0.424287,0.251176,0.179747,0.315279,0.293644,0.270362,0.487716,0.372544,0.301936,0.187921,4
8335,'2016/09/28 23:47:13:037',32,1.045574,0.279088,0.090111,0.04908,0.135703,0.373608,0.404001,0.215592,0.190615,0.281484,0.410809,0.383182,0.081755,4
8336,'2016/09/28 23:47:13:050',32,1.036226,0.247724,0.061021,0.104331,0.233997,0.46958,0.365503,0.070244,0.180623,0.365991,0.406025,0.251341,0.143958,4
8337,'2016/09/28 23:47:13:066',32,0.839944,0.097821,0.131047,0.145899,0.076589,0.356835,0.513199,0.308748,0.31902,0.375913,0.32535,0.223066,0.156419,4
8338,'2016/09/28 23:47:13:084',32,1.101991,0.384866,0.23783,0.15253,0.022169,0.098801,0.352221,0.212541,0.119474,0.411584,0.354801,0.111609,0.124393,4
8339,'2016/09/28 23:47:13:100',32,0.875505,0.17872,0.255332,0.294662,0.104372,0.224624,0.400091,0.216926,0.242529,0.470454,0.511878,0.013133,0.196937,4
8340,'2016/09/28 23:47:13:117',32,0.965455,0.116861,0.035491,0.123373,0.162703,0.186469,0.398188,0.253225,0.093507,0.395708,0.304285,0.17998,0.235727,4
8341,'2016/09/28 23:47:13:134',32,0.938593,0.137643,0.311839,0.265428,0.059741,0.177629,0.415217,0.306274,0.130993,0.2933,0.488078,0.295987,0.181143,4
8342,'2016/09/28 23:47:13:149',32,1.017576,0.241576,0.015785,0.128271,0.234957,0.26548,0.542682,0.335689,0.225887,0.373397,0.284789,0.133813,0.147529,4
8343,'2016/09/28 23:47:13:167',32,0.929175,0.183535,0.281379,0.326943,0.168847,0.279199,0.551042,0.179894,0.169923,0.300453,0.223385,0.071249,0.257687,4
8344,'2016/09/28 23:47:13:184',32,0.910217,0.241251,0.226238,0.270044,0.072636,0.200506,0.571629,0.303246,0.233224,0.399775,0.301421,0.023513,0.163612,4
8345,'2016/09/28 23:47:13:200',32,0.911154,0.147986,0.176617,0.316993,0.256783,0.214136,0.500743,0.248283,0.258706,0.27848,0.216614,0.144372,0.206128,4
8346,'2016/09/28 23:47:13:216',32,0.896209,0.277206,0.227533,0.255861,0.307714,0.376849,0.377216,0.26179,0.367583,0.339724,0.107162,0.034343,0.208342,4
8347,'2016/09/28 23:47:13:233',32,0.867095,0.158121,0.077745,0.192963,0.321762,0.421125,0.452451,0.20741,0.211976,0.329954,0.188512,0.166676,0.362996,4
8348,'2016/09/28 23:47:13:250',32,0.953286,0.291281,0.209728,0.434709,0.280941,0.29914,0.270218,0.20079,0.254023,0.208414,0.32581,0.2304,0.108534,4
8349,'2016/09/28 23:47:13:267',32,0.705947,0.056213,0.153316,0.249996,0.288944,0.328049,0.430278,0.396304,0.432786,0.348157,0.170747,0.030571,0.335746,4
8350,'2016/09/28 23:47:13:283',32,0.822937,0.295478,0.139714,0.123065,0.196316,0.093917,0.378957,0.283669,0.281081,0.339875,0.390424,0.270837,0.240396,4
8351,'2016/09/28 23:47:13:300',32,0.925547,0.221822,0.180375,0.136812,0.04763,0.238411,0.51101,0.317734,0.185422,0.35514,0.235261,0.129791,0.347238,4
8352,'2016/09/28 23:47:13:317',32,0.801475,0.088856,-0.057918,0.232657,0.147441,0.192542,0.337641,0.215772,0.125159,0.45159,0.267442,0.265508,0.370096,4
8353,'2016/09/28 23:47:13:333',32,0.810002,0.210621,0.264663,0.224242,0.133534,0.215627,0.403173,0.266778,0.273296,0.332109,0.381951,0.271487,0.435858,4
8354,'2016/09/28 23:47:13:350',32,0.926252,0.323094,0.20553,0.172105,0.211048,0.243748,0.378588,0.229016,0.211017,0.379656,0.37284,0.180775,0.128896,4
8355,'2016/09/28 23:47:13:367',32,0.838697,0.222276,-0.019127,0.089832,0.186139,0.306441,0.446462,0.384573,0.229122,0.322738,0.43152,0.33845,0.307267,4
8356,'2016/09/28 23:47:13:383',32,0.963171,0.587766,0.186578,0.18669,0.153673,0.19481,0.428151,0.289941,0.055433,0.26633,0.363863,0.123878,0.240683,4
8357,'2016/09/28 23:47:13:400',32,0.758232,0.181537,0.001502,-0.003666,0.071017,0.285555,0.335856,0.199085,0.300658,0.374052,0.218328,0.287058,0.424314,4
8358,'2016/09/28 23:47:13:416',32,0.923094,0.533116,0.14972,0.196513,0.366085,0.283034,0.326616,0.220959,0.230939,0.133983,0.230748,0.259072,0.258114,4
8359,'2016/09/28 23:47:13:433',32,0.740762,0.347011,0.333326,0.486048,0.437212,0.135856,0.145836,0.140399,0.118118,0.361119,0.350554,0.387473,0.436712,4
8360,'2016/09/28 23:47:13:449',32,0.879056,0.284353,0.019359,0.248848,0.253001,0.271241,0.408983,0.333611,0.440225,0.237575,0.192322,0.112729,0.174315,4
8361,'2016/09/28 23:47:13:467',32,0.970441,0.485721,-0.06834,0.199331,0.324197,0.133879,0.303861,0.42673,0.326615,0.333911,0.118155,0.252,0.268102,4
8362,'2016/09/28 23:47:13:483',32,0.823913,0.400616,0.212253,0.325996,0.235356,0.283138,0.41694,0.320357,0.228075,0.201249,0.163123,0.257963,0.274369,4
8363,'2016/09/28 23:47:13:500',32,0.908753,0.593775,0.287828,0.285721,0.286134,0.370787,0.312423,0.330444,0.301638,0.208404,0.164272,0.116214,0.265351,4
8364,'2016/09/28 23:47:13:517',32,0.669251,0.248544,0.103565,0.191138,0.179371,0.15715,0.231011,0.248234,0.321438,0.40056,0.518548,0.351633,0.39136,4
8365,'2016/09/28 23:47:13:534',32,0.909603,0.455628,0.124507,0.280152,0.088503,0.166574,0.387292,0.335883,0.285929,0.21203,0.262846,0.269275,0.329898,4
8366,'2016/09/28 23:47:13:550',32,0.821103,0.309692,-0.005077,0.134262,0.04426,0.204126,0.417275,0.345784,0.306722,0.39762,0.27494,0.321325,0.297383,4
8367,'2016/09/28 23:47:13:567',32,0.842492,0.389933,0.13071,0.04555,0.082773,0.322359,0.536782,0.323142,0.32233,0.361488,0.206457,0.22803,0.227388,4
8368,'2016/09/28 23:47:13:583',32,0.966053,0.519536,0.297634,0.170906,0.095319,0.135503,0.216021,0.302459,0.296201,0.255438,0.166134,0.302775,0.335646,4
8369,'2016/09/28 23:47:13:601',32,0.942303,0.454399,0.142163,0.226029,0.232971,0.177743,0.315528,0.22806,0.198252,0.242652,0.392199,0.430123,0.244502,4
8370,'2016/09/28 23:47:13:617',32,0.897637,0.369449,0.113866,0.073744,0.114629,0.168825,0.482973,0.378759,0.305355,0.347526,0.301684,0.261171,0.278898,4
8371,'2016/09/28 23:47:13:634',32,0.82024,0.409653,0.073602,0.165604,0.324587,0.190727,0.188747,0.375637,0.392663,0.222985,0.397771,0.422465,0.359883,4
8372,'2016/09/28 23:47:13:650',32,1.001749,0.37091,0.009444,0.111239,0.105107,0.274141,0.3245,0.126798,0.295077,0.475255,0.29764,0.162538,0.257273,4
8373,'2016/09/28 23:47:13:667',32,0.888259,0.427702,0.270494,0.190278,0.245348,0.140846,0.312368,0.328629,0.261374,0.34341,0.346154,0.343135,0.383617,4
8374,'2016/09/28 23:47:13:683',32,0.780764,0.278116,0.113703,0.162296,-0.033427,0.164639,0.351602,0.273989,0.381755,0.496252,0.359012,0.309649,0.379977,4
8375,'2016/09/28 23:47:13:700',32,0.838147,0.400659,0.240122,0.170991,0.062947,0.207364,0.420702,0.38864,0.390133,0.414583,0.334896,0.228835,0.333422,4
8376,'2016/09/28 23:47:13:716',32,0.977325,0.555091,0.242652,0.109177,0.133292,0.284308,0.304172,0.183003,0.332073,0.326192,0.167951,0.294991,0.195482,4
8377,'2016/09/28 23:47:13:734',32,0.849924,0.500629,0.35877,0.303944,-0.019269,0.020844,0.222825,0.243726,0.502895,0.567111,0.252473,0.066648,0.266952,4
8378,'2016/09/28 23:47:13:750',32,0.924156,0.433748,0.277393,0.359225,0.301946,0.300784,0.28111,0.153162,0.210082,0.21738,0.239506,0.140277,0.27007,4
8379,'2016/09/28 23:47:13:766',32,0.770499,0.283251,0.057089,0.187587,0.274738,0.187743,0.380553,0.284322,0.342156,0.26107,0.198996,0.313389,0.405,4
8380,'2016/09/28 23:47:13:783',32,0.920393,0.496458,0.442735,0.338397,0.105361,0.036037,0.249816,0.169035,0.362531,0.369727,0.230219,0.345998,0.27531,4
8381,'2016/09/28 23:47:13:800',32,0.863841,0.394159,0.327144,0.322186,0.088188,0.089056,0.367607,0.254037,0.399995,0.371374,0.299722,0.237072,0.162779,4
8382,'2016/09/28 23:47:13:818',32,0.932584,0.437243,0.496283,0.321277,0.066083,0.197936,0.163574,0.112772,0.233492,0.446361,0.359796,0.181215,0.242239,4
8383,'2016/09/28 23:47:13:834',32,0.799402,0.362165,0.264347,0.303058,0.144568,0.266861,0.340576,0.218873,0.316659,0.399289,0.278797,0.205582,0.360682,4
8384,'2016/09/28 23:47:13:850',32,0.854325,0.421661,0.217084,0.223361,0.278478,0.279907,0.298541,0.111136,0.345356,0.444937,0.246342,0.106308,0.283643,4
8385,'2016/09/28 23:47:13:866',32,0.810503,0.366159,0.22932,0.312762,0.25424,0.307128,0.382827,0.424133,0.37607,0.227506,0.165773,0.232792,0.240007,4
8386,'2016/09/28 23:47:13:884',32,0.681396,0.202319,0.31734,0.422391,0.260494,0.19071,0.353881,0.308912,0.428983,0.491292,0.381044,0.310154,0.204626,4
8387,'2016/09/28 23:47:13:901',32,0.699382,0.175817,0.290111,0.373943,0.162279,0.197214,0.441156,0.359364,0.42324,0.374982,0.133938,0.170599,0.350044,4
8388,'2016/09/28 23:47:13:917',32,0.777732,0.225475,0.32737,0.346874,0.273003,0.238355,0.353922,0.149469,0.265599,0.288898,0.137872,0.245581,0.3436,4
8389,'2016/09/28 23:47:13:933',32,0.780763,0.367617,0.360882,0.321357,0.324982,0.280266,0.365461,0.371359,0.354179,0.288825,0.125279,0.08538,0.193249,4
8390,'2016/09/28 23:47:13:950',32,0.83166,0.412201,0.270993,0.199523,0.148328,0.353957,0.273622,0.175153,0.382695,0.356963,0.249828,0.26804,0.313314,4
8391,'2016/09/28 23:47:13:967',32,0.82063,0.336257,0.459588,0.377199,0.130917,0.19662,0.17128,0.277532,0.313949,0.225707,0.220111,0.197158,0.26193,4
8392,'2016/09/28 23:47:13:984',32,0.730637,0.241227,0.296189,0.161277,0.369179,0.447821,0.459625,0.327355,0.31784,0.304863,0.276033,0.249417,0.1603,4
8393,'2016/09/28 23:56:27:832',33,0.980541,0.400542,0.324099,0.323476,0.144742,0.156298,0.205352,0.228094,0.321859,0.455063,0.356504,0.14421,0.157121,1
8394,'2016/09/28 23:56:27:849',33,0.918537,0.113893,0.23956,0.317861,0.310156,0.242313,0.308599,0.239506,0.158855,0.153142,0.241717,0.158716,0.259511,1
8395,'2016/09/28 23:56:27:873',33,0.815142,0.212345,0.422007,0.413548,0.246114,0.081998,0.176015,0.148377,0.228755,0.27705,0.377748,0.333194,0.296597,1
8396,'2016/09/28 23:56:27:882',33,0.838223,0.034815,0.270977,0.302036,0.254741,0.206845,0.419837,0.315395,0.334992,0.445118,0.253643,0.201642,0.200666,1
8397,'2016/09/28 23:56:27:899',33,0.824298,0.300085,0.309797,0.120757,0.157333,0.268109,0.343922,0.194682,0.091044,0.331433,0.397019,0.299295,0.282082,1
8398,'2016/09/28 23:56:27:916',33,0.334795,0.699083,0.125483,-0.145755,0.415534,0.162696,0.597499,0.149894,0.367398,0.316399,0.264356,0.281658,0.252029,1
8399,'2016/09/28 23:56:27:933',33,0.441588,0.746572,0.28331,-0.360725,0.311744,0.202151,0.212272,0.163295,0.26184,0.197327,-0.021208,0.329809,0.403281,1
8400,'2016/09/28 23:56:27:949',33,0.600078,0.259617,0.021148,-0.676713,0.116819,0.073052,0.461633,0.309726,0.220025,0.305003,0.196744,0.364753,0.414358,1
8401,'2016/09/28 23:56:27:966',33,0.710719,0.135521,0.267647,-0.585181,0.21414,0.231144,0.38622,0.369085,0.273833,0.479968,0.260206,0.20779,0.312759,1
8402,'2016/09/28 23:56:27:983',33,0.670182,0.11207,0.493757,-0.185179,0.168393,0.093766,0.328488,0.275408,0.190912,0.427249,0.350481,0.292655,0.14588,1
8403,'2016/09/28 23:56:27:999',33,0.811333,0.083912,0.327943,-0.16161,0.175445,0.292992,0.255941,0.392219,0.1785,0.204912,0.23,0.047753,0.315763,1
8404,'2016/09/28 23:56:28:016',33,0.814409,0.017969,0.40979,0.011829,0.215466,0.197121,0.200783,0.323448,0.091081,0.37093,0.48434,0.149009,0.252987,1
8405,'2016/09/28 23:56:28:033',33,0.803205,0.189843,0.442193,0.143357,0.207516,0.171506,0.048728,0.244061,0.177193,0.39394,0.380006,0.06243,0.278124,1
8406,'2016/09/28 23:56:28:049',33,0.959094,0.032441,0.17477,-0.064548,-0.017236,0.288676,0.54273,0.293401,0.186698,0.325014,0.357685,0.27201,0.159891,1
8407,'2016/09/28 23:56:28:067',33,0.682326,-0.046863,0.157347,0.00181,0.088594,0.151953,0.383213,0.273818,0.222253,0.40573,0.353016,0.112922,0.389957,1
8408,'2016/09/28 23:56:28:082',33,0.786467,-0.114904,0.268685,0.243969,0.065396,0.050752,0.229217,0.220534,0.22526,0.457455,0.326039,0.354545,0.369177,1
8409,'2016/09/28 23:56:28:101',33,0.742167,-0.205415,0.01148,-0.074024,0.047997,0.124187,0.404896,0.267468,0.214521,0.337431,0.204098,0.343497,0.508576,1
8410,'2016/09/28 23:56:28:116',33,0.906062,0.034928,0.26979,0.100719,0.078582,0.176749,0.395258,0.262662,0.19289,0.340665,0.213703,0.161593,0.308233,1
8411,'2016/09/28 23:56:28:132',33,0.746772,0.196522,0.121879,0.210987,-0.008285,0.235712,0.417179,0.33783,0.234157,0.199329,0.190784,0.205349,0.171799,1
8412,'2016/09/28 23:56:28:149',33,0.883324,-0.04115,0.231398,0.189989,0.086635,0.163201,0.4808,0.264673,0.034114,0.258115,0.322059,0.177951,0.332367,1
8413,'2016/09/28 23:56:28:166',33,-0.176822,0.695672,0.259631,0.110943,0.281828,-0.028788,0.163296,0.258918,0.166997,0.420257,0.418081,0.107284,0.204233,1
8414,'2016/09/28 23:56:28:183',33,0.247132,0.104734,0.206544,0.288953,0.370599,-0.025933,0.337013,0.281444,0.004466,0.259796,0.601849,0.358075,0.246683,1
8415,'2016/09/28 23:56:28:200',33,0.496278,0.137658,0.036335,0.251831,0.315681,0.112615,0.24079,0.383398,0.065031,0.331864,0.255697,0.275694,0.155094,1
8416,'2016/09/28 23:56:28:217',33,0.354649,0.242099,0.049027,0.355716,0.140557,0.07125,0.207562,0.430522,-0.059773,0.382455,0.53358,0.193122,0.24311,1
8417,'2016/09/28 23:56:28:233',33,0.722448,-0.271476,0.14372,0.229429,0.373616,0.134707,0.18553,0.297751,0.084071,0.185622,0.331212,0.338557,0.276171,1
8418,'2016/09/28 23:56:28:249',33,0.796221,-0.50914,0.125304,0.231215,0.544594,0.147767,0.036672,0.345425,0.200983,0.326541,0.361081,0.169076,0.149011,1
8419,'2016/09/28 23:56:28:266',33,0.862649,-0.392169,-0.00307,0.375927,0.461484,0.119255,0.184314,0.329012,0.399023,0.43614,0.356707,0.127565,0.205264,1
8420,'2016/09/28 23:56:28:284',33,0.885405,-0.103244,0.106651,0.429846,0.258729,0.217849,0.384838,0.296051,0.098423,0.166187,0.214535,0.214132,0.276551,1
8421,'2016/09/28 23:56:28:299',33,0.581001,-0.241343,-0.057093,0.005844,0.133571,0.238745,0.503922,0.256333,0.144993,0.308221,0.361114,0.325339,0.475372,1
8422,'2016/09/28 23:56:28:317',33,0.890019,0.032899,0.025825,0.155276,0.132188,0.226025,0.336914,0.139115,0.338133,0.442318,0.360743,0.230766,0.311311,1
8423,'2016/09/28 23:56:28:333',33,0.700323,-0.946834,-0.116613,-0.393739,0.516114,-0.215302,0.395356,0.307084,0.479952,0.352988,0.435578,0.297804,0.04447,1
8424,'2016/09/28 23:56:28:350',33,0.629134,-0.644763,0.239689,0.12147,0.788444,-0.055363,0.270005,0.083837,0.17456,0.380508,0.425658,0.189709,-0.041642,1
8425,'2016/09/28 23:56:28:366',33,0.489763,-0.692032,-0.105675,-0.265089,0.369502,-0.47262,0.109774,0.041537,0.273556,0.168563,0.374323,0.174372,0.220284,1
8426,'2016/09/28 23:56:28:384',33,0.697197,-0.763271,-0.140778,-0.210855,0.418044,-0.343632,0.063132,-0.008939,0.125622,0.147227,0.35504,0.134096,0.222839,1
8427,'2016/09/28 23:56:28:407',33,0.775045,-0.904238,-0.210432,-0.260769,0.535538,-0.400926,-0.007427,-0.081145,0.181602,0.167439,0.339891,0.141097,0.222753,1
8428,'2016/09/28 23:56:28:416',33,0.762412,-0.907441,-0.215936,-0.283066,0.512963,-0.412628,-0.085173,0.009287,0.161052,0.090171,0.431364,0.112744,0.220232,1
8429,'2016/09/28 23:56:28:433',33,0.848948,-0.816334,-0.261629,-0.212745,0.412752,-0.347817,-0.072975,-0.040857,0.229334,0.157506,0.303481,0.121674,0.344606,1
8430,'2016/09/28 23:56:28:449',33,0.846963,-0.86298,-0.246627,-0.17095,0.338015,-0.314132,-0.122831,-0.006749,0.187811,0.187985,0.307643,0.137828,0.320702,1
8431,'2016/09/28 23:56:28:467',33,0.855573,-0.822056,-0.285875,-0.183245,0.38239,-0.355211,-0.052067,-0.037429,0.182282,0.221447,0.300053,0.096996,0.312502,1
8432,'2016/09/28 23:56:28:483',33,0.774063,-0.809006,-0.342958,-0.267309,0.397348,-0.400352,-0.001952,-0.070047,0.157656,0.270535,0.291169,0.065339,0.333732,1
